id,severity,confidence,category,root_cause_candidate,file,line_start,line_end,symbol,description,evidence,reproduction,impact,recommended_fix,regression_test,status,reviewer,tools_used,adjudicacao
F-132,HIGH,HIGH,security/privacy,,docker/postgres/init.sql,51,52,ALTER USER ... SET log_statement,"Statement logging is enabled for DML on the app role and for EVERYTHING on the readonly role; because psycopg2 interpolates bind parameters client-side, the logged SQL text contains the literal VALUES","init.sql:51 log_statement='mod' for crm_user and :52 'all' for crm_readonly; postgresql.conf:13-18 sets log_connections/log_disconnections but no logging_collector/log_destination, so everything lands on stderr captured by Docker json-file with NO rotation configured",,"Every lead INSERT/UPDATE writes nome, email and whatsapp in cleartext into container logs, and INSERT INTO users writes hashed_password and the SHA-256 api_key - a durable secondary copy of PII and credential material outside the encrypted database, on an unbounded log file","Drop to log_statement='ddl' for crm_user, or route audit logging through pgaudit/logging_collector with rotation and restricted permissions",,OPEN,A13-db,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-133,HIGH,CONFIRMED,stale-doc,,docs/arquitetura_workflows_n8n.md,1,607,whole document,"Presented as the n8n architecture reference but describes TEN WORKFLOWS (WF-01 Webhook Router ... WF-10 Campanha) THAT DO NOT EXIST; the real system has five exported workflows with entirely different names and responsibilities, and the doc carries NO superseded marker",doc lines 3-4 and 140-607 vs the actual n8n/workflows/ exports,,Anyone following this runbook DURING AN INCIDENT will look for WF-04/WF-05 that do not exist and will MISS the actual webhook entry points,Add a prominent SUPERSEDED banner or rewrite against the current exports,,OPEN,A18-content,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-134,HIGH,CONFIRMED,doc-vs-code,,docs/arquitetura_workflows_n8n.md,55,56,Tarefas endpoints 29-30,The endpoint map documents the task payload with ENGLISH field names the API REJECTS; the real schema uses Portuguese,"doc lines 55-56 list {title, description, ...} vs app/schemas/task.py:6-16 TaskBase with titulo (REQUIRED) and descricao",,Any n8n workflow or integration built from this runbook gets HTTP 422 on EVERY task creation; automated follow-up tasks SILENTLY NEVER GET CREATED,Correct the payload columns and cross-check the whole 47-endpoint table against app/routers/,,OPEN,A18-content,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-135,HIGH,CONFIRMED,pii-committed,,docs/n8n_guardrails_02_implementation_prep.md,24,24,Delta table row 1,"A personal Gmail address of a team member is printed IN FULL, in direct violation of the same document own rule and of the -01 plan rule",line 24 prints two spellings of a personal gmail address to demonstrate a typo; line 16 states the document rule forbids exactly that; docs/n8n_guardrails_plan.md:14-16 repeats it,,Private personal data committed to a repo; contradicts the project stated privacy rule and the vault convention,Replace both with a non-identifying reference and keep the values only in n8n / the CRM users table,,OPEN,A18-content,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-136,HIGH,HIGH,correctness/migration,,migrations/m001_schema_drift_leads_tasks.py,56,83,run(),"All DDL runs inside ONE engine.begin() block while EVERY statement exception is swallowed; on PostgreSQL a single failure aborts the transaction, every later statement fails silently, and the implicit commit degrades to ROLLBACK - yet the script prints SUCCESS",:56 with engine.begin() wraps 57-81; :69-70 and :79-80 discard the error; on Postgres any error puts the session in InFailedSqlTransaction so the ADD COLUMNs already issued at :61/:73 are rolled back at block exit while :91-93 still print OK (idempotente),,An operator running the production migration after a verified backup gets a green OK for a migration that applied NOTHING; the app then writes dias_por_destino/resultado_ia to columns that do not exist,"Use a SAVEPOINT per guarded statement (conn.begin_nested()) or a separate connection, and re-raise anything that is not the specific expected SQLite error",,OPEN,A13-db,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-137,HIGH,CONFIRMED,secrets-hygiene/env-exposure,,n8n/docker-compose.yml,15,22,n8n.environment,"This compose omits N8N_RESTRICT_ENVIRONMENT_VARIABLES_ACCESS (the root compose sets it to FALSE at line 84) and NEITHER compose configures ANY n8n authentication; with the restriction disabled, any Code node can read process.env where META_ACCESS_TOKEN lives","the environment block has only N8N_HOST/PORT/PROTOCOL/NODE_ENV/WEBHOOK_URL/GENERIC_TIMEZONE/TZ - no basic auth, no user management, no encryption key; root compose sets the restriction false next to META_ACCESS_TOKEN",,Anyone who reaches the unauthenticated editor at n8n.crmbrasileirosnoatacama.cloud can add a two-line Code node returning process.env and exfiltrate the Meta access token and every other container secret,"Set the restriction to true, enable n8n user management/SSO, and put the editor behind auth at the Traefik layer",,BLOCKED_OPERATOR,A17-n8n,read+grep (static); local python verification where noted,"correcao fora do repositorio (segredo, historico git, banco, n8n, Traefik ou VPS) — proibida por esta missao"
F-138,HIGH,CONFIRMED,idempotency/duplicates,,n8n/workflows/WF-01 Agente Bia (1).json,26,26,Agente Bia systemMessage,"The repo-version prompt ACTIVELY INSTRUCTS the model to duplicate handoffs, and nothing downstream deduplicates","""Se o cliente volta a falar, SEMPRE chame enviar_ao_gerenciador novamente. Chamar 2x e melhor que perder o lead.""",,"Every customer reply re-fires the lead manager, which can re-notify the team and re-create tasks; the live version added a HANDOFF UNICO rule but it is still only a prompt instruction with no deterministic dedup","Track handoff state in the CRM (a tag or field) and gate the notification on that, not on model memory",,OPEN,A17-n8n,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-139,HIGH,CONFIRMED,injection/json,,n8n/workflows/live_exports/20260708_1443/Agente_Gerenciador_de_Leads_BnA.json,290,302,Tool Criar Lead / Atualizar Lead / Definir Tags Lead,"LLM-controlled placeholders are substituted RAW AND UNQUOTED into the JSON request body, so the model (steerable by customer text) can inject arbitrary extra JSON keys into the CRM write payload","""datas_destinos"": {datas_destinos} and ""dias_por_destino"": {dias_por_destino} in Criar Lead (~290) and Atualizar Lead (~362); ""tag_ids"": {tag_ids} in Definir Tags (~478). All other fields are quoted but a placeholder containing a double quote breaks out the same way",,"Mass-assignment into /api/leads: any CRM field the API accepts (owner, status, internal flags) can be set from a chat message; malformed values also produce invalid JSON and silent 4xx","Use sendBody with individual typed fields, or JSON-encode placeholders before substitution; validate server-side against a strict schema",,OPEN,A17-n8n,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-140,HIGH,CONFIRMED,injection/url,,n8n/workflows/live_exports/20260708_1443/Agente_Gerenciador_de_Leads_BnA.json,628,645,Tool Adicionar Nota,Free-form LLM/customer-derived text is interpolated directly into the URL QUERY STRING with no encoding,"""url"": ""http://crm:8000/api/leads/{lead_id}/anotacoes?texto={texto}""",,An & or # in the note text truncates or injects additional query parameters into the authenticated CRM call; long notes may exceed URL limits and fail silently,Send the note in a JSON body instead of a query parameter,,OPEN,A17-n8n,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-141,HIGH,CONFIRMED,drift/guardrail-removal,,n8n/workflows/live_exports/20260708_1443/Agente_Gerenciador_de_Leads_BnA.json,769,769,systemMessage,"The LIVE system prompt (1,524 chars) is a COMPLETE REPLACEMENT of the repo prompt (1,696 chars): the field-mapping table, the note format, and the entire TROCA DE RESPONSAVEL E NOTIFICACAO block that gated Alterar Responsavel and Acionar Notificador on pronto_para_humano == ""true"" were DROPPED",the repo prompt contains the explicit rule forbidding both tools when pronto_para_humano is false; the live prompt ends at the tags rule with no such clause,,"In production the only remaining guard is the tool description text, so the model may reassign lead ownership to user 5 and fire WhatsApp alerts on every progressive save, causing owner churn and notification spam","Restore the gate in the live prompt and, better, move it out of the LLM into an IF node before the two tools",,OPEN,A17-n8n,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-142,HIGH,CONFIRMED,idempotency/duplicates,,n8n/workflows/live_exports/20260708_1443/Agente_Gerenciador_de_Leads_BnA.json,780,780,agent node options,"The agent node sets retryOnFail: true while its tools perform NON-IDEMPOTENT POSTs (create lead, create task, trigger WhatsApp notification); a retry re-runs the ENTIRE agent, replaying already-executed side effects","""retryOnFail"": true with POST /api/leads (288), POST /api/tasks (657), POST /webhook/notificacao (722)",,"Duplicate leads, duplicate follow-up tasks and duplicate WhatsApp alerts to the sales team on every transient Gemini/CRM error",Remove retryOnFail from the agent node (retry the individual idempotent HTTP nodes instead) and add an idempotency key / upsert-by-whatsapp on the CRM side,,OPEN,A17-n8n,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-143,HIGH,CONFIRMED,bug/broken-expression,,n8n/workflows/live_exports/20260708_1443/Envio_de_Tarefas_por_Responsavel.json,152,153,Disparar Gmail,"sendTo and subject are MISSING THE LEADING = that marks an n8n expression, so the literal strings are passed to Gmail instead of the computed values","""sendTo"": ""{{ $json.email_destino }}"" and ""subject"": ""... {{ $json.nome_responsavel }}"" while the sibling ""message"": ""={{ $json.html_email }}"" DOES have the = prefix; identical in the repo copy at 89-90",,"The daily task digest NEVER REACHES any salesperson (invalid recipient) - a scheduled workflow that reports as active but delivers nothing, with no error branch or alerting",Prefix both fields with = and add an error branch on the Gmail node,,OPEN,A17-n8n,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
